Pclass,Sex,Fare,FamilySize,IsAlone,InCabin,Room,Title,Age*Class,Fare_Per_Person,Embarked_C,Embarked_Q,Embarked_S,FareGroup_A,FareGroup_B,FareGroup_C,FareGroup_D,FareGroup_E,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_N,Deck_T,AgeGroup_Adult,AgeGroup_Baby,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Student,AgeGroup_Teenager,AgeGroup_Unknown,AgeGroup_Young Adult
0.8419,0,2.1076888046179385,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.2367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,0.3768,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.9444389791664403,0.7051,0,False,-0.0,-0.9323,0.1431,-0.964,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,2.5048481563289,0.0734,0,False,-0.0,-0.9323,-0.1686,-0.7377,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,2.3489914658082016,0.0734,0,False,-0.0,-0.9323,1.8572,-0.8566,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,1,3.0910424533583165,0.0734,0,False,-0.0,-0.9323,0.1431,-0.2905,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1476,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,1,3.751365871125377,1.3367,0,False,-0.0,-0.9323,-1.1036,-0.9315,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,1,2.1837114628556327,-0.5583,1,False,-0.0,-0.9323,0.221,-0.1497,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.8033603809065353,0.0734,0,False,-0.0,0.6862,-1.2983,-0.51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,3.121448204868825,0.7051,0,False,-0.0,0.6862,-1.2983,-0.8627,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.9338568698359038,0.0734,0,False,-0.0,-0.9323,0.1431,-0.4104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,3.705920919968788,2.6001,0,False,-0.0,-2.5508,-0.714,-1.437,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8419,0,2.174751721484161,-0.5583,1,False,-0.0,0.6862,0.3768,-0.16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,1,4.353230991152628,0.0734,0,True,-1.0413,-0.9323,0.0132,0.6724,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.3521,1,3.2958368660043287,0.0734,0,False,-0.0,-0.9323,0.2469,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,4.142804513146982,0.0734,0,True,-1.2293,0.6862,0.4287,0.5119,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.5461,0,3.5973122605884464,-0.5583,1,True,0.1494,0.6862,-1.2724,1.4679,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3521,1,2.4423470353692043,-0.5583,1,False,-0.0,-0.9323,-0.1686,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.1076888046179385,-0.5583,1,False,-0.0,0.6862,0.9612,-0.2367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,3.3586377672433594,1.3367,0,False,-0.0,-0.9323,-0.9997,-1.1113,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,0,3.8691155044168695,3.8635,0,False,-0.0,-2.5508,-0.4023,-1.6648,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8419,0,2.1076888046179385,-0.5583,1,False,-0.0,0.6862,0.4547,-0.2367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,1,4.394449154672439,-0.5583,1,True,-1.3547,-0.9323,-0.2725,2.3802,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1.5461,0,4.436455632600353,0.0734,0,True,2.0922,0.6862,-0.0907,0.7359,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,3.3638415951183864,2.6001,0,False,-0.0,-2.5508,-0.9477,-1.5489,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-1.5461,0,3.3576215989452787,-0.5583,1,False,-0.0,0.6862,-1.2724,1.1936,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.787834413830345,0.7051,0,False,-0.0,-2.5508,-1.2983,-1.0536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,1,2.4423470353692043,-0.5583,1,True,-1.0413,-0.9323,0.2469,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.2146605719425225,-0.5583,1,False,-0.0,0.6862,0.221,-0.1143,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.188856327665703,3.2318,0,False,-0.0,-0.9323,0.0651,-2.0225,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.2682524139135403,0.7051,0,False,-0.0,0.6862,0.7664,-1.3509,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,0.4028,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,3.8691155044168695,3.8635,0,False,-0.0,-0.9323,-0.0128,-1.6648,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.3521,0,4.310799125385514,-0.5583,1,False,-0.0,0.6862,-0.1686,2.2844,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.737880811060884,0.0734,0,False,-0.0,0.6862,0.7664,-0.56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,4.051711901657239,-0.5583,1,False,-0.0,0.6862,1.2339,1.9879,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.157559320943788,-0.5583,1,True,1.4655,0.6862,0.6885,-0.1797,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,3.4011973816621555,0.7051,0,False,-0.0,-2.5508,-1.2163,-0.7026,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,1,2.600836116795061,-0.5583,1,False,-0.0,-0.9323,1.078,0.3276,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.302585092994046,-0.5583,1,False,-0.0,0.6862,0.4547,-0.0137,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.3513752571634776,-0.5583,1,False,-0.0,0.6862,1.0001,0.0421,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.1733302571367834,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1616,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,3.873282177111716,-0.5583,1,False,-0.0,0.6862,-0.5322,1.7837,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,2.4423470353692043,-0.5583,1,False,-0.0,-0.9323,-0.3764,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,2.8243506567983707,1.3367,0,False,-0.0,-0.9323,1.3118,-1.3559,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,3.566005355963401,1.9684,0,False,-0.0,0.6862,-0.0128,-1.2884,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,5.575949103146316,2.6001,0,True,-1.668,-0.9323,-0.6621,-0.8256,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,0.6105,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,1.0001,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.180891922715322,-0.5583,1,False,-0.0,0.6862,0.2989,-0.153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,0,4.1299529896894684,0.0734,0,True,-1.1667,0.6862,-0.0647,0.5021,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,3.0715352369694915,1.3367,0,False,-0.0,0.6862,0.7664,-1.2427,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.110213200346589,-0.5583,1,False,-0.0,0.6862,3.3375,-0.2339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,3.5738669519827204,-0.5583,1,True,-2.7961,0.6862,0.5846,1.4411,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.5461,0,4.164465907853638,0.0734,0,True,-2.4827,0.6862,-0.6621,0.5284,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3521,1,3.1780538303479458,0.0734,0,False,-0.0,-0.9323,0.5067,-0.2241,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,3.2958368660043287,0.0734,0,False,-0.0,0.6862,0.5067,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.1855792552411137,-0.5583,1,False,-0.0,-0.9323,0.9222,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,4.360387947851532,0.0734,0,True,-1.48,0.6862,-0.714,0.6779,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8419,0,2.267393053825037,-0.5583,1,False,-0.0,0.6862,1.3118,-0.054,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.188856327665703,0.7051,0,False,-0.0,0.6862,1.6234,-1.3963,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,0.9222,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.157559320943788,-0.5583,1,False,-0.0,-0.9323,0.3768,-0.1797,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.1719067693519296,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,1.7013,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,3.224857896545748,0.0734,0,False,-0.0,-0.9323,-1.2983,-0.1884,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,3.970291913552122,-0.5583,1,True,3.7842,0.6862,-0.0387,1.8948,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.737880811060884,0.0734,0,False,-0.0,-0.9323,-0.1296,-0.56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,0.4547,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.381858273888553,0.0734,0,False,-0.0,-0.9323,0.2989,-0.8316,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.7381460759229332,-0.5583,1,False,-0.0,-0.9323,0.0651,0.4847,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.188856327665703,-0.5583,1,False,-0.0,0.6862,0.3768,-0.1439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,4.2336,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.3521,0,3.0910424533583165,0.0734,0,False,-0.0,0.6862,0.2469,-0.2905,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,5.515526544247129,0.0734,0,True,0.5254,0.6862,-0.6361,1.5591,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8419,1,3.4742929367327062,3.2318,0,False,-0.0,-0.9323,-1.1036,-1.6547,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.3521,0,4.310799125385514,0.7051,0,False,-0.0,0.6862,-0.1686,-0.1821,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,3.4362684713837415,0.0734,0,False,-0.0,0.6862,0.4287,-0.0271,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,2.6390573296152593,-0.5583,1,True,3.2202,-0.9323,0.4287,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.5461,0,4.360387947851532,0.0734,0,True,-1.48,0.6862,0.1431,0.6779,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.5048481563289,0.0734,0,False,-0.0,-2.5508,-0.3244,-0.7377,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.0969990034181696,-0.5583,1,False,-0.0,0.6862,0.6105,-0.249,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,3.1509523813392697,0.7051,0,True,1.2148,-0.9323,-1.2983,-0.8458,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8419,0,2.076311648670908,-0.5583,1,False,-0.0,0.6862,2.2467,-0.2727,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,1.3118,-0.1476,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.085672091430472,-0.5583,1,False,-0.0,0.6862,0.2989,-0.2619,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.7408400239252013,0.0734,0,False,-0.0,-0.9323,2.4026,-0.5577,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,1,3.2958368660043287,0.0734,0,False,-0.0,-0.9323,0.2469,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.0392,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,2.7754471330882615,-0.5583,1,False,-0.0,0.6862,-0.0647,0.5274,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,1,3.3062747934011893,0.7051,0,True,-0.1639,-0.9323,-0.7659,-0.7569,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.5461,0,3.990834185852436,0.0734,0,True,4.599,0.6862,-0.2985,0.3959,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
