Pclass,Sex,Fare,FamilySize,IsAlone,InCabin,Room,Title,Age*Class,Fare_Per_Person,Embarked_C,Embarked_Q,Embarked_S,FareGroup_A,FareGroup_B,FareGroup_C,FareGroup_D,FareGroup_E,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_N,Deck_T,AgeGroup_Adult,AgeGroup_Baby,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Student,AgeGroup_Teenager,AgeGroup_Unknown,AgeGroup_Young Adult
0.8419,0,1.428107863933301,0.0734,0,False,-0.0,-2.5508,-0.5582,-1.5592,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-1.5461,1,3.4868642440859134,-0.5583,1,False,-0.0,-0.9323,-1.2724,1.3415,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,4.133231886474143,0.0734,0,False,-0.0,0.6862,-0.714,0.5046,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,1,5.5735788721243535,1.9684,0,True,0.4628,-0.9323,-0.0128,-0.5226,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.7408400239252013,0.0734,0,False,-0.0,0.6862,2.6363,-0.5577,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,1,4.142804513146982,0.0734,0,True,-0.8533,-0.9323,-0.688,0.5119,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8419,0,2.107178296651436,-0.5583,1,False,-0.0,0.6862,0.4937,-0.2373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,0,3.4499875458315867,-0.5583,1,True,-1.7933,0.6862,-0.1946,1.2993,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,3.121448204868825,0.7051,0,False,-0.0,0.6862,-1.2983,-0.8627,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,3.2958368660043287,0.0734,0,False,-0.0,0.6862,1.3377,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,0,3.481240089335692,0.7051,0,False,-0.0,0.6862,-0.0128,-0.6568,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,3.0715352369694915,1.3367,0,False,-0.0,-0.9323,1.3118,-1.2427,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,3.1966302159208815,1.3367,0,False,-0.0,-0.9323,-1.2983,-1.1855,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,4.073291153024268,0.0734,0,True,1.7788,0.6862,-0.4803,0.4588,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.1076888046179385,-0.5583,1,False,-0.0,0.6862,0.182,-0.2367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.2027647577118348,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.2682524139135403,-0.5583,1,False,-0.0,-0.9323,0.3768,-0.053,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.3513752571634776,-0.5583,1,False,-0.0,0.6862,0.6885,0.0421,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,4.051711901657239,-0.5583,1,False,-0.0,0.6862,-1.2983,1.9879,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.668387256845834,0.0734,0,False,-0.0,0.6862,1.7793,-0.613,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,0,3.316002535598924,-0.5583,1,True,-0.9786,0.6862,-1.2724,1.146,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8419,0,2.1804174590198384,-0.5583,1,False,-0.0,0.6862,1.9351,-0.1535,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,1,2.6390573296152593,-0.5583,1,False,-0.0,-0.9323,0.2989,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,1,3.980694225190728,0.0734,0,True,-1.9187,-0.9323,-0.0907,0.3882,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.188856327665703,-0.5583,1,False,-0.0,0.6862,0.6885,-0.1439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,3.4242626545931514,-0.5583,1,True,-2.5454,0.6862,-0.0907,1.2699,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,4.347586575960343,-0.5583,1,True,-2.1694,-0.9323,0.2989,2.3265,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.827313621929028,0.7051,0,False,-0.0,-0.9323,1.5455,-1.031,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,0,4.110873864173311,0.0734,0,True,-1.1667,0.6862,-0.6361,0.4875,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3521,0,2.7746678094393658,-0.5583,1,False,-0.0,0.6862,0.1431,0.5265,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,3.1780538303479458,1.3367,0,False,-0.0,-0.9323,-0.2205,-1.194,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,1,5.575949103146316,2.6001,0,True,-1.668,-0.9323,-0.5322,-0.8256,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3521,0,2.808148897638332,-0.5583,1,False,-0.0,0.6862,-1.2854,0.5648,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,3.405355391810819,2.6001,0,False,-0.0,-2.5508,-0.4803,-1.5353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,1.4676,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.157559320943788,-0.5583,1,True,0.8388,0.6862,0.6885,-0.1797,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.8390784635086144,0.0734,0,False,-0.0,0.6862,-1.2983,-0.4827,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,5.5735788721243535,-0.5583,1,True,0.7134,-0.9323,-0.3244,3.7295,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,0.0651,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.3521,0,2.6741486494265287,-0.5583,1,False,-0.0,0.6862,0.4028,0.4115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,0.1431,-0.1665,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,2.1661924680884908,-0.5583,1,False,-0.0,-0.9323,0.4547,-0.1698,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,0,5.5735788721243535,1.9684,0,True,0.4628,-2.5508,-0.9218,-0.5226,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3521,1,3.0910424533583165,-0.5583,1,False,-0.0,-0.9323,-1.2854,0.8886,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.1837114628556327,-0.5583,1,False,-0.0,-0.9323,0.1431,-0.1497,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.5461,0,3.7704594411063588,-0.5583,1,False,-0.0,0.6862,-0.0387,1.6661,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,0,3.3856606425130265,-0.5583,1,True,0.2121,0.6862,-0.4543,1.2257,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5461,1,5.575949103146316,2.6001,0,True,-1.668,-0.9323,0.2989,-0.8256,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,0.6105,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,0.3768,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.188856327665703,-0.5583,1,False,-0.0,-0.9323,1.0001,-0.1439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,3.3576215989452787,-0.5583,1,True,-0.4146,0.6862,-0.5192,1.1936,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5461,1,5.358941988364472,-0.5583,1,True,5.0376,-0.9323,-0.3504,3.4839,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5461,0,5.358941988364472,-0.5583,1,True,5.163,0.6862,-0.4153,3.4839,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,3.284663565406204,0.7051,0,True,3.2202,-0.9323,0.169,-0.7693,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.2989,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,0.6105,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.787834413830345,0.7051,0,False,-0.0,-2.5508,-0.7919,-1.0536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-1.5461,0,5.406181146423973,0.0734,0,True,0.3374,0.6862,0.4807,1.4757,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.5461,0,3.2958368660043287,-0.5583,1,False,-0.0,0.6862,0.0132,1.1229,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,2.4602979920066583,-0.5583,1,False,-0.0,0.6862,-1.2854,0.1668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.737880811060884,0.0734,0,False,-0.0,0.6862,-1.2983,-0.56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.1837114628556327,-0.5583,1,False,-0.0,-0.9323,0.8443,-0.1497,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.2027647577118348,-0.5583,1,False,-0.0,-0.9323,0.1431,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,3.1780538303479458,0.7051,0,False,-0.0,-2.5508,-1.1555,-0.8303,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,1,2.7013612129514133,0.0734,0,False,-0.0,-0.9323,0.4547,-0.5878,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.1719067693519296,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,3.970291913552122,1.3367,0,True,1.3401,-0.9323,-0.5582,-0.8313,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,3.2958368660043287,-0.5583,1,False,-0.0,0.6862,-0.6101,1.1229,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.1742743348260083,-0.5583,1,False,-0.0,0.6862,0.6885,-0.1605,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,1,4.380149874661021,0.0734,0,True,-0.2266,-0.9323,0.7144,0.693,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8419,0,2.188856327665703,-0.5583,1,False,-0.0,0.6862,1.0001,-0.1439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.180891922715322,-0.5583,1,False,-0.0,-0.9323,0.2989,-0.153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,1.3118,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,1,4.0332082470129285,0.0734,0,True,4.1603,-0.9323,-0.1426,0.4283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.3521,0,3.2958368660043287,0.0734,0,False,-0.0,0.6862,0.1431,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.1719067693519296,-0.5583,1,False,-0.0,0.6862,0.7664,-0.1633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.2530481500547457,0.7051,0,False,-0.0,-0.9323,-0.0128,-1.3596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,3.1580636854714434,-0.5583,1,False,-0.0,0.6862,0.9222,0.9653,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.177112568853282,-0.5583,1,False,-0.0,0.6862,0.3768,-0.1573,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.2734137156937657,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.0471,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,2.6390573296152593,-0.5583,1,True,-0.0,0.6862,-0.2985,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.3521,0,2.7754471330882615,-0.5583,1,False,-0.0,0.6862,0.8703,0.5274,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,2.172385287322574,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1627,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,3.4867387898880047,-0.5583,1,True,-1.292,-0.9323,-0.3244,1.3414,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.1142414397215616,-0.5583,1,False,-0.0,-0.9323,0.182,-0.2292,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,1,5.406181146423973,0.0734,0,True,0.3374,-0.9323,0.3768,1.4757,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8419,0,2.737880811060884,0.0734,0,False,-0.0,0.6862,0.1431,-0.56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.006534770871748,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.3525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.873564639579784,0.7051,0,True,-2.7334,-0.9323,-1.1815,-1.0045,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-1.5461,0,4.333908557103646,-0.5583,1,True,-2.7334,0.6862,-0.3244,2.3109,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.3521,1,3.2958368660043287,0.0734,0,False,-0.0,-0.9323,0.2469,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,2.818398258271076,-0.5583,1,False,-0.0,-0.9323,-0.6361,0.5766,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8419,0,2.169053700369523,0.0734,0,False,-0.0,0.6862,-1.2983,-0.9939,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,4.073291153024268,0.0734,0,True,-1.3547,-0.9323,-0.3504,0.4588,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.110213200346589,-0.5583,1,False,-0.0,0.6862,0.9222,-0.2339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.8390784635086144,0.0734,0,False,-0.0,-0.9323,0.0651,-0.4827,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.1742743348260083,-0.5583,1,False,-0.0,0.6862,0.4547,-0.1605,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,3.188416617383492,0.7051,0,False,-0.0,-0.9323,-1.2983,-0.8244,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.9222,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,0.6105,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,1.2339,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,3.3843902633457743,-0.5583,1,True,0.0867,2.3048,0.1171,1.2243,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,3.275887339030031,1.9684,0,False,-0.0,-0.9323,-1.2983,-1.3991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.006534770871748,0.0734,0,False,-0.0,0.6862,-1.2983,-1.1179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,2.0909,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.180891922715322,-0.5583,1,False,-0.0,0.6862,0.6105,-0.153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.107178296651436,-0.5583,1,False,-0.0,0.6862,0.8053,-0.2373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.0911,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
